id,gameId,teamId,participantId,timeline,data
431,1220099,200,8,10-20,0.3
432,1220099,200,8,20-30,-2.3
433,1220099,200,8,30-end,-0.133333333333333
434,1220099,200,8,0-10,0.4
435,1220099,200,9,10-20,-0.7
436,1220099,200,9,20-30,0.566666666666667
437,1220099,200,9,30-end,-0.511111111111111
438,1220099,200,9,0-10,0.833333333333333
439,1220099,200,10,10-20,-0.7
440,1220099,200,10,20-30,0.566666666666667
441,1220099,200,10,30-end,-0.511111111111111
442,1220099,200,10,0-10,0.833333333333333
443,1210124,100,1,10-20,-3.1
444,1210124,100,1,20-30,-0.100000000000001
445,1210124,100,1,30-end,-0.76
446,1210124,100,1,0-10,-4.2
447,1210124,100,3,10-20,0.100000000000001
448,1210124,100,3,20-30,-1.8
449,1210124,100,3,30-end,-1.16
450,1210124,100,3,0-10,-0.8
451,1210124,200,8,10-20,-0.100000000000001
452,1210124,200,8,20-30,1.8
453,1210124,200,8,30-end,1.16
454,1210124,200,8,0-10,0.8
455,1210124,200,9,10-20,3.1
456,1210124,200,9,20-30,0.100000000000001
457,1210124,200,9,30-end,0.76
458,1210124,200,9,0-10,4.2
459,1210269,100,1,10-20,0.5
460,1210269,100,1,20-30,-1.3
461,1210269,100,1,0-10,1.1
462,1210269,100,2,10-20,0.3
463,1210269,100,2,20-30,-0.4
464,1210269,100,2,0-10,-0.1
465,1210269,100,3,10-20,1.6
466,1210269,100,3,20-30,-0.100000000000001
467,1210269,100,3,0-10,-0.5
468,1210269,100,4,10-20,-0.999999999999999
469,1210269,100,4,20-30,-0.649999999999999
470,1210269,100,4,0-10,-0.3
471,1210269,100,5,10-20,-0.999999999999999
472,1210269,100,5,20-30,-0.649999999999999
473,1210269,100,5,0-10,-0.3
474,1210269,200,6,10-20,-0.5
475,1210269,200,6,20-30,1.3
476,1210269,200,6,0-10,-1.1
477,1210269,200,7,10-20,-0.3
478,1210269,200,7,20-30,0.4
479,1210269,200,7,0-10,0.1
480,1210269,200,8,10-20,-1.6
481,1210269,200,8,20-30,0.100000000000001
482,1210269,200,8,0-10,0.5
483,1210269,200,9,10-20,0.999999999999999
484,1210269,200,9,20-30,0.649999999999999
485,1210269,200,9,0-10,0.3
486,1210269,200,10,10-20,0.999999999999999
487,1210269,200,10,20-30,0.649999999999999
488,1210269,200,10,0-10,0.3
489,1220221,100,1,10-20,0.700000000000001
490,1220221,100,1,0-10,0.9
491,1220221,100,2,10-20,-0.1
492,1220221,100,2,0-10,-0.2
493,1220221,100,3,10-20,-0.3
494,1220221,100,3,0-10,-1.0
495,1220221,100,4,10-20,1.45
496,1220221,100,4,0-10,-0.2
497,1220221,100,5,10-20,1.45
498,1220221,100,5,0-10,-0.2
499,1220221,200,6,10-20,-0.700000000000001
500,1220221,200,6,0-10,-0.9
501,1220221,200,7,10-20,0.1
502,1220221,200,7,0-10,0.2
503,1220221,200,8,10-20,0.3
504,1220221,200,8,0-10,1.0
505,1220221,200,9,10-20,-1.45
506,1220221,200,9,0-10,0.2
507,1220221,200,10,10-20,-1.45
508,1220221,200,10,0-10,0.2
509,1220232,100,1,10-20,2.3
510,1220232,100,1,20-30,-0.7
511,1220232,100,1,30-end,-2.2
512,1220232,100,1,0-10,-1.7
513,1220232,100,2,10-20,1.3
514,1220232,100,2,20-30,2.2
515,1220232,100,2,30-end,5.5
516,1220232,100,2,0-10,-0.1
517,1220232,100,3,10-20,-0.1
518,1220232,100,3,20-30,0.799999999999999
519,1220232,100,3,30-end,-3.7
520,1220232,100,3,0-10,-0.5
521,1220232,100,4,10-20,-0.65
522,1220232,100,4,20-30,0.65
523,1220232,100,4,30-end,-0.85
524,1220232,100,4,0-10,-0.6
525,1220232,100,5,10-20,-0.65
526,1220232,100,5,20-30,0.65
527,1220232,100,5,30-end,-0.85
528,1220232,100,5,0-10,-0.6
529,1220232,200,6,10-20,-2.3
530,1220232,200,6,20-30,0.7
531,1220232,200,6,30-end,2.2
532,1220232,200,6,0-10,1.7
533,1220232,200,7,10-20,-1.3
534,1220232,200,7,20-30,-2.2
535,1220232,200,7,30-end,-5.5
536,1220232,200,7,0-10,0.1
537,1220232,200,8,10-20,0.1
538,1220232,200,8,20-30,-0.799999999999999
539,1220232,200,8,30-end,3.7
540,1220232,200,8,0-10,0.5
541,1220232,200,9,10-20,0.65
542,1220232,200,9,20-30,-0.65
543,1220232,200,9,30-end,0.85
544,1220232,200,9,0-10,0.6
545,1220232,200,10,10-20,0.65
546,1220232,200,10,20-30,-0.65
547,1220232,200,10,30-end,0.85
548,1220232,200,10,0-10,0.6
549,1210278,100,1,10-20,-0.2
550,1210278,100,1,0-10,2.4
551,1210278,100,2,10-20,-0.7
552,1210278,100,2,0-10,0.0
553,1210278,100,3,10-20,2.9
554,1210278,100,3,0-10,0.4
555,1210278,100,4,10-20,0.4
556,1210278,100,4,0-10,0.95
557,1210278,100,5,10-20,0.4
558,1210278,100,5,0-10,0.95
559,1210278,200,6,10-20,0.2
560,1210278,200,6,0-10,-2.4
561,1210278,200,7,10-20,0.7
562,1210278,200,7,0-10,0.0
563,1210278,200,8,10-20,-2.9
564,1210278,200,8,0-10,-0.4
565,1210278,200,9,10-20,-0.4
566,1210278,200,9,0-10,-0.95
567,1210278,200,10,10-20,-0.4
568,1210278,200,10,0-10,-0.95
569,1220260,100,1,10-20,-0.3
570,1220260,100,1,20-30,-1.4
571,1220260,100,1,30-end,1.3
572,1220260,100,1,0-10,4.44089209850063e-16
573,1220260,100,2,10-20,-5.55111512312578e-17
574,1220260,100,2,20-30,1.7
575,1220260,100,2,30-end,0.7
576,1220260,100,2,0-10,0.2
577,1220260,100,3,10-20,-2.0
578,1220260,100,3,20-30,1.5
579,1220260,100,3,30-end,-1.3
580,1220260,100,3,0-10,-0.500000000000001
581,1220260,100,4,10-20,-0.55
582,1220260,100,4,20-30,-0.65
583,1220260,100,4,30-end,-0.85
584,1220260,100,4,0-10,-0.149999999999999
585,1220260,100,5,10-20,-0.55
586,1220260,100,5,20-30,-0.65
587,1220260,100,5,30-end,-0.85
588,1220260,100,5,0-10,-0.149999999999999
589,1220260,200,6,10-20,0.3
590,1220260,200,6,20-30,1.4
591,1220260,200,6,30-end,-1.3
592,1220260,200,6,0-10,-4.44089209850063e-16
593,1220260,200,7,10-20,5.55111512312578e-17
594,1220260,200,7,20-30,-1.7
